"ENSG" "neuroectoderm" "mesoderm" "endoderm"
"2042" "ENSG00000134765" 0 1 1
"2043" "ENSG00000134779" 0 0 1
"2044" "ENSG00000134802" 0 0 1
"2045" "ENSG00000134809" 0 0 1
"2046" "ENSG00000134830" 0 0 1
"2047" "ENSG00000134873" 0 1 0
"2048" "ENSG00000134874" 1 0 0
"2049" "ENSG00000134882" 0 0 1
"2050" "ENSG00000134897" 0 0 1
"2051" "ENSG00000134917" 0 1 0
"2052" "ENSG00000134940" 0 1 1
"2053" "ENSG00000134955" 0 1 0
"2054" "ENSG00000134996" 1 0 0
"2055" "ENSG00000135018" 0 0 1
"2056" "ENSG00000135048" 0 0 1
"2057" "ENSG00000135069" 1 0 0
"2058" "ENSG00000135077" 0 1 0
"2059" "ENSG00000135108" 1 0 0
"2060" "ENSG00000135127" 0 1 0
"2061" "ENSG00000135205" 0 0 1
"2062" "ENSG00000135213" 1 0 0
"2063" "ENSG00000135272" 1 0 0
"2064" "ENSG00000135312" 1 0 0
"2065" "ENSG00000135314" 1 0 0
"2066" "ENSG00000135315" 0 0 1
"2067" "ENSG00000135316" 0 0 1
"2068" "ENSG00000135317" 0 1 0
"2069" "ENSG00000135318" 1 0 0
"2070" "ENSG00000135333" 0 1 0
"2071" "ENSG00000135341" 0 0 1
"2072" "ENSG00000135363" 0 1 0
"2073" "ENSG00000135365" 0 1 0
"2074" "ENSG00000135374" 0 1 1
"2075" "ENSG00000135406" 0 1 1
"2076" "ENSG00000135409" 0 1 0
"2077" "ENSG00000135436" 0 0 1
"2078" "ENSG00000135441" 0 0 1
"2079" "ENSG00000135443" 0 1 0
"2080" "ENSG00000135446" 0 0 1
"2081" "ENSG00000135451" 0 1 0
"2082" "ENSG00000135452" 0 0 1
"2083" "ENSG00000135472" 0 1 0
"2084" "ENSG00000135473" 1 0 0
"2085" "ENSG00000135486" 0 0 1
"2086" "ENSG00000135535" 0 0 1
"2087" "ENSG00000135541" 1 0 0
"2088" "ENSG00000135547" 0 0 1
"2089" "ENSG00000135549" 1 0 0
"2090" "ENSG00000135587" 1 0 0
"2091" "ENSG00000135597" 1 0 0
"2092" "ENSG00000135604" 1 0 0
"2093" "ENSG00000135622" 1 0 0
"2094" "ENSG00000135624" 1 0 1
"2095" "ENSG00000135625" 1 0 0
"2096" "ENSG00000135631" 0 0 1
"2097" "ENSG00000135638" 0 0 1
"2098" "ENSG00000135655" 1 0 1
"2099" "ENSG00000135679" 1 0 0
"2100" "ENSG00000135697" 0 0 1
"2101" "ENSG00000135723" 0 0 1
"2102" "ENSG00000135736" 0 1 1
"2103" "ENSG00000135740" 0 0 1
"2104" "ENSG00000135750" 1 0 0
"2105" "ENSG00000135763" 1 0 0
"2106" "ENSG00000135778" 0 0 1
"2107" "ENSG00000135821" 0 1 0
"2108" "ENSG00000135828" 0 0 1
"2109" "ENSG00000135845" 0 1 1
"2110" "ENSG00000135862" 0 1 0
"2111" "ENSG00000135899" 1 1 0
"2112" "ENSG00000135900" 0 1 0
"2113" "ENSG00000135902" 0 0 1
"2114" "ENSG00000135903" 1 1 0
"2115" "ENSG00000135912" 1 0 0
"2116" "ENSG00000135913" 0 1 0
"2117" "ENSG00000135925" 1 1 0
"2118" "ENSG00000135926" 1 0 0
"2119" "ENSG00000135929" 0 0 1
"2120" "ENSG00000135930" 0 1 1
"2121" "ENSG00000135932" 0 1 0
"2122" "ENSG00000135953" 0 0 1
"2123" "ENSG00000135972" 0 0 1
"2124" "ENSG00000135974" 0 1 0
"2125" "ENSG00000135976" 0 0 1
"2126" "ENSG00000135999" 0 0 1
"2127" "ENSG00000136002" 0 0 1
"2128" "ENSG00000136045" 1 1 0
"2129" "ENSG00000136051" 0 1 0
"2130" "ENSG00000136059" 0 0 1
"2131" "ENSG00000136153" 0 0 1
"2132" "ENSG00000136155" 0 0 1
"2133" "ENSG00000136205" 0 1 0
"2134" "ENSG00000136244" 0 1 0
"2135" "ENSG00000136247" 1 0 1
"2136" "ENSG00000136267" 1 0 1
"2137" "ENSG00000136279" 1 0 0
"2138" "ENSG00000136295" 1 0 0
"2139" "ENSG00000136381" 0 0 1
"2140" "ENSG00000136425" 1 1 0
"2141" "ENSG00000136448" 0 1 1
"2142" "ENSG00000136449" 1 0 0
"2143" "ENSG00000136478" 0 1 0
"2144" "ENSG00000136487" 0 1 0
"2145" "ENSG00000136518" 0 1 1
"2146" "ENSG00000136521" 0 0 1
"2147" "ENSG00000136536" 0 0 1
"2148" "ENSG00000136542" 1 0 0
"2149" "ENSG00000136546" 1 0 0
"2150" "ENSG00000136560" 1 0 0
"2151" "ENSG00000136573" 0 0 1
"2152" "ENSG00000136630" 1 0 0
"2153" "ENSG00000136631" 0 0 1
"2154" "ENSG00000136694" 1 0 1
"2155" "ENSG00000136696" 1 0 0
"2156" "ENSG00000136710" 1 0 0
"2157" "ENSG00000136720" 0 0 1
"2158" "ENSG00000136758" 0 0 1
"2159" "ENSG00000136813" 0 0 1
"2160" "ENSG00000136824" 1 0 0
"2161" "ENSG00000136827" 1 0 0
"2162" "ENSG00000136830" 0 1 0
"2163" "ENSG00000136848" 0 0 1
"2164" "ENSG00000136869" 1 0 0
"2165" "ENSG00000136870" 1 0 0
"2166" "ENSG00000136875" 0 0 1
"2167" "ENSG00000136891" 1 0 1
"2168" "ENSG00000136918" 0 1 0
"2169" "ENSG00000136928" 1 0 0
"2170" "ENSG00000136940" 0 1 0
"2171" "ENSG00000136943" 0 1 0
"2172" "ENSG00000136982" 0 1 0
"2173" "ENSG00000136986" 1 0 0
"2174" "ENSG00000136999" 0 0 1
"2175" "ENSG00000137038" 1 0 0
"2176" "ENSG00000137040" 0 0 1
"2177" "ENSG00000137054" 0 1 1
"2178" "ENSG00000137055" 1 0 0
"2179" "ENSG00000137070" 0 1 0
"2180" "ENSG00000137073" 0 1 0
"2181" "ENSG00000137074" 0 0 1
"2182" "ENSG00000137075" 0 1 0
"2183" "ENSG00000137090" 0 0 1
"2184" "ENSG00000137094" 0 1 0
"2185" "ENSG00000137098" 0 0 1
"2186" "ENSG00000137101" 0 0 1
"2187" "ENSG00000137106" 1 0 0
"2188" "ENSG00000137124" 1 0 0
"2189" "ENSG00000137133" 1 0 0
"2190" "ENSG00000137135" 0 0 1
"2191" "ENSG00000137142" 0 1 0
"2192" "ENSG00000137166" 0 0 1
"2193" "ENSG00000137168" 1 1 0
"2194" "ENSG00000137171" 0 0 1
"2195" "ENSG00000137198" 1 0 0
"2196" "ENSG00000137203" 0 1 0
"2197" "ENSG00000137204" 0 1 0
"2198" "ENSG00000137216" 0 0 1
"2199" "ENSG00000137221" 0 1 0
"2200" "ENSG00000137251" 1 0 0
"2201" "ENSG00000137252" 0 1 0
"2202" "ENSG00000137261" 0 1 0
"2203" "ENSG00000137265" 0 0 1
"2204" "ENSG00000137266" 0 1 0
"2205" "ENSG00000137364" 1 0 0
"2206" "ENSG00000137411" 0 1 0
"2207" "ENSG00000137414" 1 0 1
"2208" "ENSG00000137434" 0 1 0
"2209" "ENSG00000137497" 0 0 1
"2210" "ENSG00000137502" 0 1 0
"2211" "ENSG00000137547" 0 1 1
"2212" "ENSG00000137575" 0 0 1
"2213" "ENSG00000137601" 1 0 1
"2214" "ENSG00000137628" 0 0 1
"2215" "ENSG00000137634" 0 1 0
"2216" "ENSG00000137642" 0 1 0
"2217" "ENSG00000137675" 0 0 1
"2218" "ENSG00000137710" 1 0 0
"2219" "ENSG00000137745" 0 0 1
"2220" "ENSG00000137747" 0 0 1
"2221" "ENSG00000137757" 0 1 0
"2222" "ENSG00000137760" 1 0 0
"2223" "ENSG00000137764" 1 0 1
"2224" "ENSG00000137770" 0 0 1
"2225" "ENSG00000137806" 0 0 1
"2226" "ENSG00000137807" 1 0 0
"2227" "ENSG00000137814" 0 0 1
"2228" "ENSG00000137815" 0 1 0
"2229" "ENSG00000137818" 1 1 0
"2230" "ENSG00000137831" 0 0 1
"2231" "ENSG00000137841" 0 1 0
"2232" "ENSG00000137845" 1 0 0
"2233" "ENSG00000137868" 0 1 1
"2234" "ENSG00000137869" 0 0 1
"2235" "ENSG00000137872" 0 1 0
"2236" "ENSG00000137941" 1 0 0
"2237" "ENSG00000137955" 0 1 1
"2238" "ENSG00000137962" 0 0 1
"2239" "ENSG00000137965" 0 0 1
"2240" "ENSG00000137992" 0 0 1
"2241" "ENSG00000138002" 1 0 0
"2242" "ENSG00000138018" 1 0 0
"2243" "ENSG00000138035" 1 0 0
"2244" "ENSG00000138050" 1 0 0
"2245" "ENSG00000138079" 1 0 0
"2246" "ENSG00000138092" 0 0 1
"2247" "ENSG00000138095" 0 0 1
"2248" "ENSG00000138107" 1 0 0
"2249" "ENSG00000138109" 0 0 1
"2250" "ENSG00000138111" 0 1 0
"2251" "ENSG00000138136" 0 0 1
"2252" "ENSG00000138138" 1 0 1
"2253" "ENSG00000138166" 1 0 0
"2254" "ENSG00000138182" 0 0 1
"2255" "ENSG00000138190" 1 0 0
"2256" "ENSG00000138231" 1 0 0
"2257" "ENSG00000138246" 0 1 0
"2258" "ENSG00000138336" 1 0 1
"2259" "ENSG00000138375" 1 0 0
"2260" "ENSG00000138378" 0 0 1
"2261" "ENSG00000138379" 0 0 1
"2262" "ENSG00000138380" 0 0 1
"2263" "ENSG00000138395" 0 1 0
"2264" "ENSG00000138399" 0 0 1
"2265" "ENSG00000138430" 0 0 1
"2266" "ENSG00000138434" 0 0 1
"2267" "ENSG00000138435" 0 0 1
"2268" "ENSG00000138449" 0 1 0
"2269" "ENSG00000138463" 1 0 0
"2270" "ENSG00000138468" 0 1 0
"2271" "ENSG00000138495" 0 1 0
"2272" "ENSG00000138496" 0 1 0
"2273" "ENSG00000138594" 0 1 0
"2274" "ENSG00000138604" 1 1 1
"2275" "ENSG00000138614" 1 0 0
"2276" "ENSG00000138623" 1 0 0
"2277" "ENSG00000138629" 0 0 1
"2278" "ENSG00000138639" 0 1 0
"2279" "ENSG00000138642" 1 0 0
"2280" "ENSG00000138650" 1 0 0
"2281" "ENSG00000138653" 0 0 1
"2282" "ENSG00000138663" 0 1 0
"2283" "ENSG00000138684" 0 0 1
"2284" "ENSG00000138688" 0 1 0
"2285" "ENSG00000138696" 0 0 1
"2286" "ENSG00000138698" 0 1 0
"2287" "ENSG00000138744" 0 0 1
"2288" "ENSG00000138750" 0 1 0
"2289" "ENSG00000138757" 0 1 0
"2290" "ENSG00000138758" 1 0 0
"2291" "ENSG00000138767" 1 0 0
"2292" "ENSG00000138778" 0 1 0
"2293" "ENSG00000138785" 1 0 0
"2294" "ENSG00000138792" 0 1 1
"2295" "ENSG00000138795" 1 1 0
"2296" "ENSG00000138823" 1 0 0
"2297" "ENSG00000138835" 0 1 0
"2298" "ENSG00000138942" 0 1 0
"2299" "ENSG00000139055" 1 0 0
"2300" "ENSG00000139083" 1 0 0
"2301" "ENSG00000139116" 0 1 0
"2302" "ENSG00000139133" 0 0 1
"2303" "ENSG00000139146" 0 1 1
"2304" "ENSG00000139154" 0 1 0
"2305" "ENSG00000139168" 0 1 0
"2306" "ENSG00000139178" 0 1 0
"2307" "ENSG00000139180" 0 0 1
"2308" "ENSG00000139192" 1 0 0
"2309" "ENSG00000139193" 1 0 0
"2310" "ENSG00000139197" 0 1 1
"2311" "ENSG00000139211" 0 0 1
"2312" "ENSG00000139223" 1 0 1
"2313" "ENSG00000139291" 0 1 0
"2314" "ENSG00000139354" 0 0 1
"2315" "ENSG00000139372" 0 1 0
"2316" "ENSG00000139410" 0 1 0
"2317" "ENSG00000139433" 0 1 0
"2318" "ENSG00000139436" 0 1 0
"2319" "ENSG00000139445" 1 0 0
"2320" "ENSG00000139515" 0 0 1
"2321" "ENSG00000139574" 1 0 0
"2322" "ENSG00000139610" 1 0 0
"2323" "ENSG00000139613" 1 0 0
"2324" "ENSG00000139620" 0 1 0
"2325" "ENSG00000139624" 1 0 0
"2326" "ENSG00000139636" 1 0 0
"2327" "ENSG00000139645" 1 1 0
"2328" "ENSG00000139648" 0 1 0
"2329" "ENSG00000139651" 0 1 1
"2330" "ENSG00000139684" 0 1 1
"2331" "ENSG00000139697" 1 0 1
"2332" "ENSG00000139718" 1 0 0
"2333" "ENSG00000139719" 0 0 1
"2334" "ENSG00000139726" 0 0 1
"2335" "ENSG00000139746" 0 0 1
"2336" "ENSG00000139800" 1 0 0
"2337" "ENSG00000139832" 0 1 0
"2338" "ENSG00000139842" 1 0 0
"2339" "ENSG00000139899" 0 0 1
"2340" "ENSG00000139910" 0 1 0
"2341" "ENSG00000139915" 0 1 0
"2342" "ENSG00000139926" 1 0 0
"2343" "ENSG00000139990" 0 0 1
"2344" "ENSG00000140090" 1 1 0
"2345" "ENSG00000140104" 1 1 0
"2346" "ENSG00000140264" 0 0 1
"2347" "ENSG00000140280" 1 0 0
"2348" "ENSG00000140285" 1 0 1
"2349" "ENSG00000140287" 0 0 1
"2350" "ENSG00000140326" 1 1 0
"2351" "ENSG00000140332" 1 0 0
"2352" "ENSG00000140379" 1 1 0
"2353" "ENSG00000140382" 0 0 1
"2354" "ENSG00000140396" 1 1 0
"2355" "ENSG00000140443" 0 1 0
"2356" "ENSG00000140465" 1 0 0
"2357" "ENSG00000140471" 0 0 1
"2358" "ENSG00000140481" 1 0 0
"2359" "ENSG00000140506" 0 1 0
"2360" "ENSG00000140519" 0 0 1
"2361" "ENSG00000140522" 1 0 0
"2362" "ENSG00000140526" 0 1 0
"2363" "ENSG00000140534" 0 0 1
"2364" "ENSG00000140543" 0 0 1
"2365" "ENSG00000140553" 0 0 1
"2366" "ENSG00000140557" 0 0 1
"2367" "ENSG00000140575" 0 0 1
"2368" "ENSG00000140600" 0 1 0
"2369" "ENSG00000140632" 0 1 0
"2370" "ENSG00000140650" 0 1 0
"2371" "ENSG00000140682" 0 1 0
"2372" "ENSG00000140694" 0 1 0
"2373" "ENSG00000140740" 1 1 1
"2374" "ENSG00000140829" 0 1 0
"2375" "ENSG00000140832" 0 1 1
"2376" "ENSG00000140853" 0 1 0
"2377" "ENSG00000140859" 1 1 0
"2378" "ENSG00000140876" 0 1 1
"2379" "ENSG00000140905" 0 1 0
"2380" "ENSG00000140939" 1 0 1
"2381" "ENSG00000140941" 0 1 0
"2382" "ENSG00000140945" 1 0 1
"2383" "ENSG00000140950" 0 0 1
"2384" "ENSG00000140968" 0 1 0
"2385" "ENSG00000140983" 1 0 0
"2386" "ENSG00000140990" 1 1 1
"2387" "ENSG00000141026" 0 0 1
"2388" "ENSG00000141027" 0 0 1
"2389" "ENSG00000141140" 0 0 1
"2390" "ENSG00000141219" 1 0 0
"2391" "ENSG00000141258" 1 0 0
"2392" "ENSG00000141279" 0 1 0
"2393" "ENSG00000141295" 0 0 1
"2394" "ENSG00000141298" 0 1 0
"2395" "ENSG00000141314" 1 0 0
"2396" "ENSG00000141349" 0 1 1
"2397" "ENSG00000141376" 1 0 0
"2398" "ENSG00000141401" 0 1 0
"2399" "ENSG00000141425" 1 0 0
"2400" "ENSG00000141449" 0 1 1
"2401" "ENSG00000141452" 1 0 0
"2402" "ENSG00000141456" 1 0 1
"2403" "ENSG00000141499" 0 0 1
"2404" "ENSG00000141506" 0 1 0
"2405" "ENSG00000141510" 1 1 1
"2406" "ENSG00000141519" 0 0 1
"2407" "ENSG00000141540" 0 0 1
"2408" "ENSG00000141542" 0 1 0
"2409" "ENSG00000141560" 1 0 0
"2410" "ENSG00000141564" 0 0 1
"2411" "ENSG00000141568" 0 0 1
"2412" "ENSG00000141570" 1 0 0
"2413" "ENSG00000141639" 0 1 0
"2414" "ENSG00000141646" 1 0 1
"2415" "ENSG00000141668" 1 0 1
"2416" "ENSG00000141682" 1 0 1
"2417" "ENSG00000141696" 1 0 0
"2418" "ENSG00000141698" 0 0 1
"2419" "ENSG00000141736" 1 1 0
"2420" "ENSG00000141873" 1 0 0
"2421" "ENSG00000141934" 0 0 1
"2422" "ENSG00000141971" 1 0 0
"2423" "ENSG00000141985" 0 0 1
"2424" "ENSG00000142025" 1 0 0
"2425" "ENSG00000142065" 1 0 0
"2426" "ENSG00000142089" 0 0 1
"2427" "ENSG00000142102" 0 1 0
"2428" "ENSG00000142173" 1 1 0
"2429" "ENSG00000142182" 1 0 0
"2430" "ENSG00000142207" 1 0 0
"2431" "ENSG00000142235" 0 1 1
"2432" "ENSG00000142319" 0 0 1
"2433" "ENSG00000142347" 0 0 1
"2434" "ENSG00000142409" 0 0 1
"2435" "ENSG00000142444" 0 0 1
"2436" "ENSG00000142449" 0 1 0
"2437" "ENSG00000142453" 0 0 1
"2438" "ENSG00000142459" 0 0 1
"2439" "ENSG00000142484" 0 1 1
"2440" "ENSG00000142507" 0 1 0
"2441" "ENSG00000142528" 0 1 0
"2442" "ENSG00000142534" 1 0 0
"2443" "ENSG00000142552" 1 0 0
"2444" "ENSG00000142556" 0 1 0
"2445" "ENSG00000142599" 0 0 1
"2446" "ENSG00000142632" 0 1 0
"2447" "ENSG00000142634" 1 1 0
"2448" "ENSG00000142657" 0 0 1
"2449" "ENSG00000142661" 0 1 0
"2450" "ENSG00000142694" 1 0 0
"2451" "ENSG00000142700" 0 1 0
"2452" "ENSG00000142731" 1 1 0
"2453" "ENSG00000142784" 0 0 1
"2454" "ENSG00000142789" 0 1 0
"2455" "ENSG00000142945" 1 0 0
"2456" "ENSG00000142949" 0 0 1
"2457" "ENSG00000143013" 1 0 0
"2458" "ENSG00000143028" 0 1 0
"2459" "ENSG00000143032" 0 0 1
"2460" "ENSG00000143033" 1 0 1
"2461" "ENSG00000143106" 1 0 1
"2462" "ENSG00000143107" 0 0 1
"2463" "ENSG00000143147" 0 0 1
"2464" "ENSG00000143153" 1 0 0
"2465" "ENSG00000143155" 0 0 1
"2466" "ENSG00000143167" 0 0 1
"2467" "ENSG00000143184" 0 1 0
"2468" "ENSG00000143195" 1 0 0
"2469" "ENSG00000143207" 0 1 1
"2470" "ENSG00000143217" 0 1 0
"2471" "ENSG00000143222" 1 0 0
"2472" "ENSG00000143224" 1 0 1
"2473" "ENSG00000143257" 1 0 0
"2474" "ENSG00000143294" 0 1 0
"2475" "ENSG00000143297" 0 1 0
"2476" "ENSG00000143314" 1 0 0
"2477" "ENSG00000143315" 1 0 0
"2478" "ENSG00000143320" 0 1 0
"2479" "ENSG00000143321" 1 0 0
"2480" "ENSG00000143324" 1 0 0
"2481" "ENSG00000143368" 1 0 0
"2482" "ENSG00000143373" 0 1 0
"2483" "ENSG00000143375" 0 0 1
"2484" "ENSG00000143376" 1 0 0
"2485" "ENSG00000143387" 0 0 1
"2486" "ENSG00000143398" 0 1 0
"2487" "ENSG00000143418" 0 0 1
"2488" "ENSG00000143434" 0 0 1
"2489" "ENSG00000143437" 1 0 0
"2490" "ENSG00000143442" 0 0 1
"2491" "ENSG00000143443" 0 0 1
"2492" "ENSG00000143450" 1 0 0
"2493" "ENSG00000143457" 0 0 1
"2494" "ENSG00000143476" 0 0 1
"2495" "ENSG00000143493" 0 1 0
"2496" "ENSG00000143494" 0 0 1
"2497" "ENSG00000143514" 0 1 1
"2498" "ENSG00000143515" 0 1 0
"2499" "ENSG00000143543" 1 0 0
"2500" "ENSG00000143546" 0 1 1
"2501" "ENSG00000143556" 0 0 1
"2502" "ENSG00000143578" 1 0 0
"2503" "ENSG00000143590" 0 0 1
"2504" "ENSG00000143595" 0 1 0
"2505" "ENSG00000143603" 0 1 0
"2506" "ENSG00000143624" 0 0 1
"2507" "ENSG00000143633" 1 0 0
"2508" "ENSG00000143742" 1 0 1
"2509" "ENSG00000143748" 0 1 0
"2510" "ENSG00000143786" 1 1 0
"2511" "ENSG00000143793" 0 0 1
"2512" "ENSG00000143801" 0 0 1
"2513" "ENSG00000143839" 0 0 1
"2514" "ENSG00000143842" 1 0 0
"2515" "ENSG00000143858" 0 0 1
"2516" "ENSG00000143951" 1 0 0
"2517" "ENSG00000143952" 1 1 0
"2518" "ENSG00000143954" 0 1 0
"2519" "ENSG00000143994" 0 0 1
"2520" "ENSG00000143995" 0 0 1
"2521" "ENSG00000144021" 0 1 1
"2522" "ENSG00000144028" 0 1 0
"2523" "ENSG00000144031" 1 0 1
"2524" "ENSG00000144134" 0 0 1
"2525" "ENSG00000144152" 1 0 1
"2526" "ENSG00000144182" 0 0 1
"2527" "ENSG00000144199" 0 1 0
"2528" "ENSG00000144218" 1 0 1
"2529" "ENSG00000144231" 0 0 1
"2530" "ENSG00000144381" 0 0 1
"2531" "ENSG00000144455" 1 0 1
"2532" "ENSG00000144476" 0 1 0
"2533" "ENSG00000144481" 0 1 0
"2534" "ENSG00000144524" 0 0 1
"2535" "ENSG00000144554" 1 0 0
"2536" "ENSG00000144559" 0 1 0
"2537" "ENSG00000144566" 1 1 1
"2538" "ENSG00000144591" 1 0 0
"2539" "ENSG00000144635" 1 0 0
"2540" "ENSG00000144642" 0 1 0
"2541" "ENSG00000144644" 0 1 0
"2542" "ENSG00000144647" 0 1 0
"2543" "ENSG00000144655" 0 1 0
"2544" "ENSG00000144677" 0 1 0
"2545" "ENSG00000144681" 0 0 1
"2546" "ENSG00000144711" 0 0 1
"2547" "ENSG00000144744" 0 1 0
"2548" "ENSG00000144791" 1 0 0
"2549" "ENSG00000144820" 1 0 0
"2550" "ENSG00000144824" 1 0 0
"2551" "ENSG00000144834" 0 1 0
"2552" "ENSG00000144837" 0 1 1
"2553" "ENSG00000144848" 1 0 0
"2554" "ENSG00000144852" 0 0 1
"2555" "ENSG00000144868" 0 1 0
"2556" "ENSG00000144909" 1 0 0
"2557" "ENSG00000145014" 1 0 0
"2558" "ENSG00000145016" 0 0 1
"2559" "ENSG00000145244" 0 0 1
"2560" "ENSG00000145247" 1 0 0
"2561" "ENSG00000145331" 0 0 1
"2562" "ENSG00000145337" 0 0 1
"2563" "ENSG00000145354" 1 0 0
"2564" "ENSG00000145365" 0 1 0
"2565" "ENSG00000145375" 1 0 0
"2566" "ENSG00000145386" 0 1 0
"2567" "ENSG00000145388" 0 1 0
"2568" "ENSG00000145390" 0 1 1
"2569" "ENSG00000145451" 0 1 0
"2570" "ENSG00000145495" 1 0 0
"2571" "ENSG00000145569" 0 1 0
"2572" "ENSG00000145632" 1 0 0
"2573" "ENSG00000145649" 0 0 1
"2574" "ENSG00000145685" 0 1 0
"2575" "ENSG00000145703" 1 0 1
"2576" "ENSG00000145734" 1 0 0
"2577" "ENSG00000145736" 0 1 0
"2578" "ENSG00000145757" 0 0 1
"2579" "ENSG00000145777" 0 0 1
"2580" "ENSG00000145780" 0 0 1
"2581" "ENSG00000145782" 0 1 0
"2582" "ENSG00000145832" 0 1 0
"2583" "ENSG00000145833" 0 0 1
"2584" "ENSG00000145839" 0 0 1
"2585" "ENSG00000145860" 0 1 1
"2586" "ENSG00000145863" 0 0 1
"2587" "ENSG00000145879" 0 0 1
"2588" "ENSG00000145901" 0 1 0
"2589" "ENSG00000145916" 0 0 1
"2590" "ENSG00000145982" 1 0 0
"2591" "ENSG00000146005" 0 1 0
"2592" "ENSG00000146006" 0 0 1
"2593" "ENSG00000146047" 0 1 0
"2594" "ENSG00000146049" 0 1 0
"2595" "ENSG00000146066" 0 1 1
"2596" "ENSG00000146067" 1 0 0
"2597" "ENSG00000146072" 0 0 1
"2598" "ENSG00000146112" 0 1 0
"2599" "ENSG00000146215" 1 0 0
"2600" "ENSG00000146223" 1 0 0
"2601" "ENSG00000146232" 1 0 0
"2602" "ENSG00000146233" 1 0 1
"2603" "ENSG00000146247" 1 0 0
"2604" "ENSG00000146276" 1 0 0
"2605" "ENSG00000146278" 0 1 0
"2606" "ENSG00000146281" 1 0 0
"2607" "ENSG00000146282" 0 0 1
"2608" "ENSG00000146374" 0 1 0
"2609" "ENSG00000146409" 0 0 1
"2610" "ENSG00000146425" 0 0 1
"2611" "ENSG00000146463" 1 0 0
"2612" "ENSG00000146618" 1 0 0
"2613" "ENSG00000146670" 1 0 0
"2614" "ENSG00000146674" 1 0 0
"2615" "ENSG00000146701" 0 0 1
"2616" "ENSG00000146729" 1 0 0
"2617" "ENSG00000146755" 1 0 0
"2618" "ENSG00000146802" 0 1 0
"2619" "ENSG00000146809" 0 0 1
"2620" "ENSG00000146830" 0 0 1
"2621" "ENSG00000146833" 0 0 1
"2622" "ENSG00000146834" 1 0 1
"2623" "ENSG00000146872" 0 0 1
"2624" "ENSG00000146909" 0 1 0
"2625" "ENSG00000146950" 0 0 1
"2626" "ENSG00000146955" 0 1 1
"2627" "ENSG00000147010" 0 0 1
"2628" "ENSG00000147027" 0 0 1
"2629" "ENSG00000147041" 0 0 1
"2630" "ENSG00000147044" 1 1 0
"2631" "ENSG00000147119" 0 0 1
"2632" "ENSG00000147123" 1 0 1
"2633" "ENSG00000147133" 0 0 1
"2634" "ENSG00000147155" 1 0 0
"2635" "ENSG00000147160" 1 0 0
"2636" "ENSG00000147162" 1 0 1
"2637" "ENSG00000147166" 1 1 0
"2638" "ENSG00000147251" 0 0 1
"2639" "ENSG00000147255" 0 0 1
"2640" "ENSG00000147256" 0 0 1
"2641" "ENSG00000147274" 0 1 0
"2642" "ENSG00000147316" 1 0 0
"2643" "ENSG00000147324" 0 1 0
"2644" "ENSG00000147364" 0 0 1
"2645" "ENSG00000147383" 0 1 0
"2646" "ENSG00000147403" 0 1 0
"2647" "ENSG00000147416" 0 1 0
"2648" "ENSG00000147437" 0 0 1
"2649" "ENSG00000147457" 1 1 1
"2650" "ENSG00000147459" 1 0 0
"2651" "ENSG00000147465" 0 1 0
"2652" "ENSG00000147488" 0 0 1
"2653" "ENSG00000147509" 0 0 1
"2654" "ENSG00000147526" 0 0 1
"2655" "ENSG00000147533" 1 1 1
"2656" "ENSG00000147601" 0 1 1
"2657" "ENSG00000147604" 0 1 0
"2658" "ENSG00000147606" 0 0 1
"2659" "ENSG00000147650" 1 0 0
"2660" "ENSG00000147684" 0 0 1
"2661" "ENSG00000147689" 0 0 1
"2662" "ENSG00000147862" 0 0 1
"2663" "ENSG00000147889" 0 0 1
"2664" "ENSG00000147955" 0 1 0
"2665" "ENSG00000148082" 0 1 0
"2666" "ENSG00000148120" 0 0 1
"2667" "ENSG00000148143" 0 1 0
"2668" "ENSG00000148175" 1 0 0
"2669" "ENSG00000148219" 1 0 0
"2670" "ENSG00000148297" 0 1 0
"2671" "ENSG00000148303" 0 0 1
"2672" "ENSG00000148337" 0 0 1
"2673" "ENSG00000148339" 0 0 1
"2674" "ENSG00000148341" 0 0 1
"2675" "ENSG00000148344" 0 1 1
"2676" "ENSG00000148346" 0 0 1
"2677" "ENSG00000148386" 1 0 0
"2678" "ENSG00000148396" 0 0 1
"2679" "ENSG00000148400" 1 0 0
"2680" "ENSG00000148459" 0 0 1
"2681" "ENSG00000148482" 0 0 1
"2682" "ENSG00000148488" 1 0 1
"2683" "ENSG00000148600" 0 1 0
"2684" "ENSG00000148606" 1 0 0
"2685" "ENSG00000148671" 1 0 0
"2686" "ENSG00000148677" 0 1 1
"2687" "ENSG00000148680" 1 0 0
"2688" "ENSG00000148737" 0 0 1
"2689" "ENSG00000148803" 1 0 0
"2690" "ENSG00000148832" 0 1 1
"2691" "ENSG00000148841" 0 1 0
"2692" "ENSG00000148843" 0 0 1
"2693" "ENSG00000148848" 0 0 1
"2694" "ENSG00000148926" 1 0 0
"2695" "ENSG00000148943" 0 0 1
"2696" "ENSG00000149016" 1 0 1
"2697" "ENSG00000149021" 0 0 1
"2698" "ENSG00000149084" 1 1 1
"2699" "ENSG00000149090" 0 0 1
"2700" "ENSG00000149201" 0 0 1
"2701" "ENSG00000149218" 0 1 0
"2702" "ENSG00000149243" 1 1 0
"2703" "ENSG00000149269" 0 0 1
"2704" "ENSG00000149273" 0 1 0
"2705" "ENSG00000149295" 1 0 0
"2706" "ENSG00000149308" 1 0 0
